8, 8, 12, 8, 0, 0
8, 8, 12, 10, 0, 0
8, 8, 12, 12, 0, 0
8, 10, 4, 4, 0, 0
8, 10, 4, 6, 0, 0
8, 10, 4, 8, 0, 0
8, 10, 4, 10, 0, 0
8, 10, 4, 12, 0, 0
8, 10, 6, 4, 0, 0
8, 10, 6, 6, 0, 0
8, 10, 6, 8, 0, 0
8, 10, 6, 10, 0, 0
8, 10, 6, 12, 0, 0
8, 10, 8, 4, 0, 0
8, 10, 8, 6, 0, 0
8, 10, 8, 8, 0, 0
8, 10, 8, 10, 0, 0
8, 10, 8, 12, 0, 0
8, 10, 10, 4, 0, 0
8, 10, 10, 6, 0, 0
8, 10, 10, 8, 0, 0
8, 10, 10, 10, 0, 0
8, 10, 10, 12, 0, 0
8, 10, 12, 4, 0, 0
8, 10, 12, 6, 0, 0
8, 10, 12, 8, 0, 0
8, 10, 12, 10, 0, 0
8, 10, 12, 12, 0, 0
8, 12, 4, 4, 0, 0
8, 12, 4, 6, 0, 0
8, 12, 4, 8, 0, 0
8, 12, 4, 10, 0, 0
8, 12, 4, 12, 0, 0
8, 12, 6, 4, 0, 0
8, 12, 6, 6, 0, 0
8, 12, 6, 8, 0, 0
8, 12, 6, 10, 0, 0
8, 12, 6, 12, 0, 0
8, 12, 8, 4, 0, 0
8, 12, 8, 6, 0, 0
8, 12, 8, 8, 0, 0
8, 12, 8, 10, 0, 0
8, 12, 8, 12, 0, 0
8, 12, 10, 4, 0, 0
8, 12, 10, 6, 0, 0
8, 12, 10, 8, 0, 0
8, 12, 10, 10, 0, 0
8, 12, 10, 12, 0, 0
8, 12, 12, 4, 0, 0
8, 12, 12, 6, 0, 0
8, 12, 12, 8, 0, 0
8, 12, 12, 10, 0, 0
8, 12, 12, 12, 0, 0
10, 4, 4, 4, 0, 0
10, 4, 4, 6, 0, 0
10, 4, 4, 8, 0, 0
10, 4, 4, 10, 0, 0
10, 4, 4, 12, 0, 0
10, 4, 6, 4, 0, 0
10, 4, 6, 6, 0, 0
10, 4, 6, 8, 0, 0
10, 4, 6, 10, 0, 0
10, 4, 6, 12, 0, 0
10, 4, 8, 4, 0, 0
10, 4, 8, 6, 0, 0
10, 4, 8, 8, 0, 0
10, 4, 8, 10, 0, 0
10, 4, 8, 12, 0, 0
10, 4, 10, 4, 0, 0
10, 4, 10, 6, 0, 0
10, 4, 10, 8, 0, 0
10, 4, 10, 10, 0, 0
10, 4, 10, 12, 0, 0
10, 4, 12, 4, 0, 0
10, 4, 12, 6, 0, 0
10, 4, 12, 8, 0, 0
10, 4, 12, 10, 0, 0
10, 4, 12, 12, 0, 0
10, 6, 4, 4, 0, 0
10, 6, 4, 6, 0, 0
10, 6, 4, 8, 0, 0
10, 6, 4, 10, 0, 0
10, 6, 4, 12, 0, 0
10, 6, 6, 4, 0, 0
10, 6, 6, 6, 0, 0
10, 6, 6, 8, 0, 0
10, 6, 6, 10, 0, 0
10, 6, 6, 12, 0, 0
10, 6, 8, 4, 0, 0
10, 6, 8, 6, 0, 0
10, 6, 8, 8, 0, 0
10, 6, 8, 10, 0, 0
10, 6, 8, 12, 0, 0
10, 6, 10, 4, 0, 0
10, 6, 10, 6, 0, 0
10, 6, 10, 8, 0, 0
10, 6, 10, 10, 0, 0
10, 6, 10, 12, 0, 0
10, 6, 12, 4, 0, 0
10, 6, 12, 6, 0, 0
10, 6, 12, 8, 0, 0
10, 6, 12, 10, 0, 0
10, 6, 12, 12, 0, 0
10, 8, 4, 4, 0, 0
10, 8, 4, 6, 0, 0
10, 8, 4, 8, 0, 0
10, 8, 4, 10, 0, 0
10, 8, 4, 12, 0, 0
10, 8, 6, 4, 0, 0
10, 8, 6, 6, 0, 0
10, 8, 6, 8, 0, 0
10, 8, 6, 10, 0, 0
10, 8, 6, 12, 0, 0
10, 8, 8, 4, 0, 0
10, 8, 8, 6, 0, 0
10, 8, 8, 8, 0, 0
10, 8, 8, 10, 0, 0
10, 8, 8, 12, 0, 0
10, 8, 10, 4, 0, 0
10, 8, 10, 6, 0, 0
10, 8, 10, 8, 0, 0
10, 8, 10, 10, 0, 0
10, 8, 10, 12, 0, 0
10, 8, 12, 4, 0, 0
10, 8, 12, 6, 0, 0
10, 8, 12, 8, 0, 0
10, 8, 12, 10, 0, 0
10, 8, 12, 12, 0, 0
10, 10, 4, 4, 0, 0
10, 10, 4, 6, 0, 0
10, 10, 4, 8, 0, 0
10, 10, 4, 10, 0, 0
10, 10, 4, 12, 0, 0
10, 10, 6, 4, 0, 0
10, 10, 6, 6, 0, 0
10, 10, 6, 8, 0, 0
10, 10, 6, 10, 0, 0
10, 10, 6, 12, 0, 0
10, 10, 8, 4, 0, 0
10, 10, 8, 6, 0, 0
10, 10, 8, 8, 0, 0
10, 10, 8, 10, 0, 0
10, 10, 8, 12, 0, 0
10, 10, 10, 4, 0, 0
10, 10, 10, 6, 0, 0
10, 10, 10, 8, 0, 0
10, 10, 10, 10, 0, 0
10, 10, 10, 12, 0, 0
10, 10, 12, 4, 0, 0
10, 10, 12, 6, 0, 0
10, 10, 12, 8, 0, 0
10, 10, 12, 10, 0, 0
10, 10, 12, 12, 0, 0
10, 12, 4, 4, 0, 0
10, 12, 4, 6, 0, 0
10, 12, 4, 8, 0, 0
10, 12, 4, 10, 0, 0
10, 12, 4, 12, 0, 0
10, 12, 6, 4, 0, 0
10, 12, 6, 6, 0, 0
10, 12, 6, 8, 0, 0
10, 12, 6, 10, 0, 0
10, 12, 6, 12, 0, 0
10, 12, 8, 4, 0, 0
10, 12, 8, 6, 0, 0
10, 12, 8, 8, 0, 0
10, 12, 8, 10, 0, 0
10, 12, 8, 12, 0, 0
10, 12, 10, 4, 0, 0
10, 12, 10, 6, 0, 0
10, 12, 10, 8, 0, 0
10, 12, 10, 10, 0, 0
10, 12, 10, 12, 0, 0
10, 12, 12, 4, 0, 0
10, 12, 12, 6, 0, 0
10, 12, 12, 8, 0, 0
10, 12, 12, 10, 0, 0
10, 12, 12, 12, 0, 0
12, 4, 4, 4, 0, 0
12, 4, 4, 6, 0, 0
12, 4, 4, 8, 0, 0
12, 4, 4, 10, 0, 0
12, 4, 4, 12, 0, 0
12, 4, 6, 4, 0, 0
12, 4, 6, 6, 0, 0
12, 4, 6, 8, 0, 0
12, 4, 6, 10, 0, 0
12, 4, 6, 12, 0, 0
12, 4, 8, 4, 0, 0
12, 4, 8, 6, 0, 0
12, 4, 8, 8, 0, 0
12, 4, 8, 10, 0, 0
12, 4, 8, 12, 0, 0
12, 4, 10, 4, 0, 0
12, 4, 10, 6, 0, 0
12, 4, 10, 8, 0, 0
12, 4, 10, 10, 0, 0
12, 4, 10, 12, 0, 0
12, 4, 12, 4, 0, 0
12, 4, 12, 6, 0, 0
12, 4, 12, 8, 0, 0
12, 4, 12, 10, 0, 0
12, 4, 12, 12, 0, 0
12, 6, 4, 4, 0, 0
12, 6, 4, 6, 0, 0
12, 6, 4, 8, 0, 0
12, 6, 4, 10, 0, 0
12, 6, 4, 12, 0, 0
12, 6, 6, 4, 0, 0
12, 6, 6, 6, 0, 0
12, 6, 6, 8, 0, 0
12, 6, 6, 10, 0, 0
12, 6, 6, 12, 0, 0
12, 6, 8, 4, 0, 0
12, 6, 8, 6, 0, 0
12, 6, 8, 8, 0, 0
12, 6, 8, 10, 0, 0
12, 6, 8, 12, 0, 0
12, 6, 10, 4, 0, 0
12, 6, 10, 6, 0, 0
12, 6, 10, 8, 0, 0
12, 6, 10, 10, 0, 0
12, 6, 10, 12, 0, 0
12, 6, 12, 4, 0, 0
12, 6, 12, 6, 0, 0
12, 6, 12, 8, 0, 0
12, 6, 12, 10, 0, 0
12, 6, 12, 12, 0, 0
12, 8, 4, 4, 0, 0
12, 8, 4, 6, 0, 0
12, 8, 4, 8, 0, 0
12, 8, 4, 10, 0, 0
12, 8, 4, 12, 0, 0
12, 8, 6, 4, 0, 0
12, 8, 6, 6, 0, 0
12, 8, 6, 8, 0, 0
12, 8, 6, 10, 0, 0
12, 8, 6, 12, 0, 0
12, 8, 8, 4, 0, 0
12, 8, 8, 6, 0, 0
12, 8, 8, 8, 0, 0
12, 8, 8, 10, 0, 0
12, 8, 8, 12, 0, 0
12, 8, 10, 4, 0, 0
12, 8, 10, 6, 0, 0
12, 8, 10, 8, 0, 0
12, 8, 10, 10, 0, 0
12, 8, 10, 12, 0, 0
12, 8, 12, 4, 0, 0
12, 8, 12, 6, 0, 0
12, 8, 12, 8, 0, 0
12, 8, 12, 10, 0, 0
12, 8, 12, 12, 0, 0
12, 10, 4, 4, 0, 0
12, 10, 4, 6, 0, 0
12, 10, 4, 8, 0, 0
12, 10, 4, 10, 0, 0
12, 10, 4, 12, 0, 0
12, 10, 6, 4, 0, 0
12, 10, 6, 6, 0, 0
12, 10, 6, 8, 0, 0
12, 10, 6, 10, 0, 0
12, 10, 6, 12, 0, 0
12, 10, 8, 4, 0, 0
12, 10, 8, 6, 0, 0
12, 10, 8, 8, 0, 0
12, 10, 8, 10, 0, 0
12, 10, 8, 12, 0, 0
12, 10, 10, 4, 0, 0
12, 10, 10, 6, 0, 0
12, 10, 10, 8, 0, 0
12, 10, 10, 10, 0, 0
12, 10, 10, 12, 0, 0
12, 10, 12, 4, 0, 0
12, 10, 12, 6, 0, 0
12, 10, 12, 8, 0, 0
12, 10, 12, 10, 0, 0
12, 10, 12, 12, 0, 0
12, 12, 4, 4, 0, 0
12, 12, 4, 6, 0, 0
12, 12, 4, 8, 0, 0
12, 12, 4, 10, 0, 0
12, 12, 4, 12, 0, 0
12, 12, 6, 4, 0, 0
12, 12, 6, 6, 0, 0
12, 12, 6, 8, 0, 0
12, 12, 6, 10, 0, 0
12, 12, 6, 12, 0, 0
12, 12, 8, 4, 0, 0
12, 12, 8, 6, 0, 0
12, 12, 8, 8, 0, 0
12, 12, 8, 10, 0, 0
12, 12, 8, 12, 0, 0
12, 12, 10, 4, 0, 0
12, 12, 10, 6, 0, 0
12, 12, 10, 8, 0, 0
12, 12, 10, 10, 0, 0
12, 12, 10, 12, 0, 0
12, 12, 12, 4, 0, 0
12, 12, 12, 6, 0, 0
12, 12, 12, 8, 0, 0
12, 12, 12, 10, 0, 0
12, 12, 12, 12, 0, 0
